iter	Passed	Remaining
337	37942	130441
338	38109	130518
339	38227	130422
340	38340	130311
341	38480	130293
342	38608	130233
343	38722	130124
344	38832	130002
345	38918	129804
346	39025	129672
347	39166	129654
348	39284	129560
349	39404	129472
350	39531	129407
351	39655	129332
352	39815	129373
353	39957	129354
354	40116	129389
355	40252	129350
356	40404	129360
357	40535	129306
358	40651	129202
359	40771	129109
360	40880	128981
361	40975	128812
362	41097	128725
363	41224	128655
364	41354	128596
365	41462	128464
366	41579	128363
367	41698	128266
368	41817	128172
369	41931	128062
370	42048	127958
371	42170	127870
372	42255	127674
373	42323	127423
374	42409	127227
375	42538	127162
376	42647	127038
377	42765	126937
378	42886	126848
379	43007	126758
380	43145	126718
381	43424	127090
382	43612	127194
383	43777	127229
384	43930	127228
385	44115	127316
386	44254	127274
387	44422	127313
388	44544	127219
389	44694	127208
390	44845	127195
391	44947	127045
392	45151	127182
393	45352	127309
394	45540	127399
395	45742	127523
396	45927	127602
397	46183	127876
398	46351	127903
399	46501	127877
400	46620	127770
401	46745	127677
402	46905	127679
403	47053	127650
404	47193	127598
405	47329	127533
406	47468	127477
407	47589	127370
408	47698	127235
409	47833	127167
410	47940	127025
411	48047	126883
412	48169	126779
413	48290	126674
414	48396	126530
415	48534	126468
416	48647	126343
417	48829	126397
418	49017	126462
419	49140	126361
420	49251	126229
421	49358	126087
422	49498	126028
423	49644	125985
424	49750	125838
425	49886	125771
426	50003	125653
427	50122	125540
428	50254	125461
429	50401	125417
430	50527	125321
431	50659	125240
432	50827	125248
433	50957	125162
434	51111	125134
435	51306	125206
436	51469	125198
437	51626	125177
438	51794	125179
439	51961	125179
440	52073	125048
441	52182	124908
442	52324	124847
443	52452	124751
444	52582	124661
445	52697	124536
446	52827	124446
447	52983	124416
448	53138	124383
449	53272	124302
450	53403	124212
451	53541	124140
452	53646	123990
453	53776	123899
454	53901	123796
455	54044	123733
456	54128	123536
457	54292	123522
458	54456	123506
459	54639	123532
460	54780	123464
461	54926	123405
462	55074	123353
463	55218	123289
464	55340	123178
465	55455	123048
466	55572	122926
467	55665	122748
468	55744	122543
469	55862	122421
470	56000	122345
471	56068	122115
472	56157	121931
473	56273	121807
474	56399	121703
475	56533	121618
476	56679	121558
477	56804	121453
478	57093	121695
479	57271	121702
480	57448	121705
481	57620	121695
482	57734	121565
483	57870	121480
484	58003	121388
485	58112	121246
486	58215	121092
487	58359	121024
488	58470	120886
489	58584	120756
490	58699	120627
491	58822	120514
492	58951	120413
493	59082	120317
494	59214	120222
495	59333	120103
496	59449	119974
497	59573	119865
498	59658	119676
499	59785	119570
500	59934	119509
501	60102	119486
502	60276	119473
503	60433	119427
504	60578	119357
505	60722	119284
506	60836	119153
507	60982	119083
508	61128	119014
509	61268	118933
510	61384	118805
511	61496	118669
512	61643	118601
513	61764	118481
514	61922	118434
515	62056	118340
516	62157	118183
517	62274	118056
518	62431	118006
519	62570	117921
520	62771	117953
521	62944	117930
522	63117	117907
523	63307	117915
524	63494	117918
525	63651	117863
526	63789	117773
527	63933	117696
528	64072	117608
529	64191	117483
530	64342	117415
531	64475	117315
532	64571	117150
533	64673	116994
534	64815	116910
535	64934	116784
536	65040	116636
537	65180	116549
538	65322	116465
539	65460	116373
540	65589	116266
541	65721	116163
542	65869	116090
543	65981	115952
544	66119	115860
545	66270	115791
546	66417	115715
547	66562	115634
548	66699	115539
549	66827	115429
550	66974	115351
551	67114	115261
552	67232	115133
553	67357	115018
554	67461	114866
555	67562	114710
556	67668	114561
557	67827	114505
558	67942	114371
559	68098	114308
560	68260	114253
561	68408	114176
562	68596	114165
563	68763	114118
564	68926	114064
565	69105	114036
566	69248	113948
567	69380	113842
568	69524	113756
569	69648	113637
570	69781	113532
571	69941	113471
572	70093	113396
573	70249	113328
574	70393	113241
575	70524	113133
576	70637	112995
577	70773	112894
578	70909	112793
579	71055	112708
580	71196	112616
581	71333	112515
582	71473	112421
583	71603	112309
584	71750	112224
585	71878	112110
586	72029	112032
587	72196	111978
588	72324	111863
589	72464	111767
590	72594	111655
591	72729	111551
592	72869	111455
593	73015	111366
594	73169	111290
595	73294	111171
596	73403	111027
597	73544	110931
598	73688	110839
599	73818	110728
600	73983	110668
601	74164	110630
602	74332	110574
603	74497	110512
604	74675	110469
605	74864	110443
606	74989	110321
607	75099	110179
608	75233	110071
609	75383	109985
610	75509	109865
611	75639	109750
612	75766	109632
613	75949	109594
614	76063	109457
615	76207	109362
616	76319	109222
617	76454	109113
618	76588	109005
619	76713	108884
620	76893	108839
621	77059	108775
622	77221	108705
623	77357	108597
624	77484	108477
625	77613	108361
626	77762	108272
627	77898	108165
628	78030	108051
629	78168	107947
630	78300	107833
631	78420	107703
632	78554	107593
633	78694	107491
634	78827	107379
635	78955	107260
636	79094	107156
637	79237	107058
638	79392	106974
639	79504	106833
640	79649	106738
641	79818	106673
642	79996	106620
643	80152	106537
644	80303	106449
645	80401	106289
646	80553	106201
647	80705	106112
648	80842	106004
649	80967	105881
650	81096	105761
651	81205	105616
652	81358	105529
653	81486	105409
654	81608	105281
655	81752	105181
656	81899	105086
657	82034	104973
658	82155	104844
659	82306	104753
660	82414	104608
661	82544	104489
662	82646	104336
663	82763	104202
664	82860	104042
665	83009	103948
666	83144	103837
667	83296	103746
668	83405	103602
669	83547	103498
670	83649	103346
671	83791	103242
672	83946	103155
673	84114	103084
674	84317	103054
675	84558	103071
676	84734	103007
677	84867	102892
678	85021	102802
679	85209	102752
680	85420	102730
681	85646	102726
682	85874	102722
683	86026	102628
684	86220	102583
685	86483	102620
686	86807	102728
687	86997	102677
688	87180	102617
689	87334	102523
690	87480	102419
691	87641	102333
692	87826	102273
693	88015	102220
694	88170	102126
695	88389	102105
696	88574	102044
697	88758	101983
698	88885	101855
699	89012	101729
700	89192	101661
701	89354	101574
702	89536	101508
703	89710	101434
704	89876	101350
705	90050	101274
706	90226	101202
707	90386	101110
708	90558	101032
709	90742	100966
710	90883	100854
711	91017	100733
712	91177	100640
713	91315	100523
714	91518	100477
715	91737	100450
716	91931	100394
717	92160	100375
718	92324	100285
719	92491	100199
720	92685	100141
721	92869	100072
722	93058	100008
723	93201	99895
724	93275	99707
725	93430	99607
726	93554	99473
727	93688	99351
728	93844	99251
729	93975	99124
730	94125	99018
731	94297	98934
732	94457	98838
733	94549	98671
734	94684	98549
735	94813	98420
736	94944	98293
737	95072	98164
738	95211	98046
739	95365	97942
740	95507	97827
741	95660	97723
742	95798	97604
743	95922	97469
744	96064	97353
745	96148	97179
746	96268	97041
747	96405	96920
748	96542	96800
749	96691	96691
750	96854	96596
751	97028	96512
752	97195	96421
753	97352	96319
754	97503	96211
755	97646	96096
756	97804	95996
757	97938	95870
758	98050	95725
759	98196	95612
760	98339	95496
761	98434	95334
762	98562	95204
763	98696	95079
764	98846	94970
765	98987	94852
766	99163	94767
767	99311	94656
768	99448	94534
769	99558	94386
770	99679	94249
771	99808	94119
772	99921	93975
773	100063	93857
774	100201	93736
775	100358	93633
776	100498	93514
777	100646	93402
778	100788	93284
779	100903	93141
780	101032	93011
781	101189	92908
782	101355	92812
783	101498	92695
784	101629	92567
785	101799	92474
786	101932	92347
787	102090	92243
788	102231	92124
789	102410	92039
790	102593	91958
791	102766	91867
792	102964	91798
793	103146	91714
794	103281	91589
795	103462	91504
796	103614	91393
797	103746	91265
798	103875	91134
799	103978	90981
800	104097	90841
801	104243	90725
802	104402	90620
803	104551	90507
804	104733	90421
805	104878	90304
806	105034	90197
807	105185	90084
808	105292	89934
809	105420	89802
810	105556	89677
811	105686	89547
812	105845	89441
813	105996	89328
814	106153	89221
815	106313	89115
816	106468	89006
817	106622	88895
818	106734	88749
819	106869	88623
820	106985	88481
821	107122	88356
822	107277	88246
823	107423	88128
824	107556	88001
825	107713	87892
826	107831	87751
827	107997	87650
828	108271	87635
829	108531	87609
830	108692	87503
831	108855	87398
832	109019	87294
833	109144	87158
834	109297	87045
835	109410	86900
836	109536	86765
837	109671	86637
838	109826	86526
839	110007	86434
840	110260	86399
841	110441	86307
842	110596	86194
843	110721	86058
844	110858	85931
845	110983	85795
846	111113	85663
847	111248	85535
848	111405	85424
849	111541	85296
850	111675	85167
851	111826	85050
852	111929	84898
853	112083	84784
854	112209	84649
855	112392	84557
856	112538	84436
857	112678	84311
858	112801	84174
859	112918	84032
860	113021	83880
861	113158	83752
862	113296	83626
863	113431	83498
864	113584	83383
865	113736	83266
866	113901	83160
867	114067	83053
868	114278	82980
869	114349	82805
870	114497	82685
871	114655	82572
872	114755	82418
873	114879	82282
874	115045	82175
875	115225	82078
876	115361	81950
877	115462	81796
878	115607	81674
879	115740	81544
880	115875	81415
881	116031	81300
882	116174	81177
883	116308	81047
884	116457	80928
885	116614	80814
886	116761	80692
887	116914	80576
888	117043	80442
889	117159	80300
890	117301	80175
891	117438	80047
892	117568	79914
893	117721	79797
894	117862	79672
895	118014	79554
896	118158	79431
897	118290	79299
898	118426	79170
899	118579	79052
900	118726	78931
901	118881	78814
902	119034	78697
903	119194	78584
904	119341	78462
905	119484	78337
906	119666	78238
907	119806	78111
908	119976	78004
909	120134	77889
910	120294	77775
911	120459	77664
912	120619	77550
913	120771	77431
914	120920	77309
915	121044	77172
916	121190	77049
917	121329	76921
918	121464	76791
919	121596	76658
920	121740	76534
921	121884	76409
922	122032	76286
923	122181	76165
924	122320	76037
925	122454	75906
926	122612	75789
927	122747	75658
928	122883	75529
929	123019	75398
930	123134	75255
931	123255	75117
932	123398	74991
933	123525	74855
934	123610	74695
935	123720	74549
936	123811	74392
937	123925	74249
938	124065	74122
939	124208	73996
940	124330	73858
941	124465	73728
942	124598	73596
943	124737	73468
944	124890	73348
945	125036	73224
946	125179	73098
947	125359	72994
948	125553	72897
949	125733	72793
950	125912	72687
951	126081	72576
952	126233	72455
953	126371	72325
954	126498	72190
955	126657	72072
956	126797	71944
957	126890	71789
958	127030	71661
959	127178	71537
960	127256	71375
961	127382	71238
962	127511	71104
963	127648	70974
964	127760	70831
965	127895	70700
966	127999	70551
967	128113	70409
968	128266	70288
969	128396	70154
970	128516	70015
971	128686	69903
972	128852	69789
973	129002	69666
974	129142	69538
975	129269	69402
976	129421	69280
977	129562	69153
978	129697	69022
979	129838	68893
980	129992	68773
981	130133	68644
982	130294	68527
983	130455	68409
984	130598	68282
985	130771	68170
986	130916	68044
987	131095	67936
988	131276	67828
989	131428	67705
990	131596	67590
991	131781	67485
992	131905	67347
993	132042	67216
994	132199	67096
995	132312	66953
996	132461	66828
997	132623	66710
998	132752	66575
999	132890	66445
1000	133033	66317
1001	133187	66195
1002	133354	66079
1003	133501	65953
1004	133622	65813
1005	133756	65681
1006	133865	65536
1007	134003	65406
1008	134140	65275
1009	134290	65150
1010	134431	65021
1011	134591	64902
1012	134739	64776
1013	134853	64633
1014	134987	64501
1015	135098	64357
1016	135213	64216
1017	135338	64079
1018	135462	63942
1019	135595	63809
1020	135741	63682
1021	135883	63554
1022	136029	63427
1023	136171	63298
1024	136320	63172
1025	136462	63044
1026	136599	62912
1027	136785	62804
1028	136953	62687
1029	137150	62583
1030	137310	62462
1031	137446	62330
1032	137559	62188
1033	137707	62061
1034	137829	61923
1035	137976	61796
1036	138105	61661
1037	138251	61534
1038	138395	61405
1039	138601	61304
1040	138775	61189
1041	138897	61051
1042	139034	60919
1043	139186	60793
1044	139307	60655
1045	139443	60523
1046	139555	60380
1047	139677	60242
1048	139812	60109
1049	139932	59970
1050	140074	59841
1051	140220	59713
1052	140338	59574
1053	140466	59438
1054	140672	59335
1055	140876	59232
1056	141179	59169
1057	141430	59085
1058	141596	58965
1059	141740	58835
1060	141899	58712
1061	142060	58589
1062	142229	58470
1063	142423	58361
1064	142586	58239
1065	142791	58134
1066	143032	58044
1067	143203	57924
1068	143316	57782
1069	143477	57659
1070	143602	57521
1071	143758	57396
1072	143905	57267
1073	144056	57139
1074	144206	57011
1075	144386	56895
1076	144560	56777
1077	144745	56662
1078	144914	56542
1079	145079	56419
1080	145247	56298
1081	145377	56162
1082	145517	56030
1083	145622	55884
1084	145809	55770
1085	145985	55651
1086	146167	55535
1087	146342	55416
1088	146484	55284
1089	146614	55148
1090	146786	55028
1091	146946	54903
1092	147110	54779
1093	147287	54660
1094	147461	54540
1095	147624	54416
1096	147769	54285
1097	147905	54151
1098	148130	54049
1099	148313	53932
1100	148509	53819
1101	148678	53697
1102	148942	53608
1103	149132	53493
1104	149281	53363
1105	149457	53242
1106	149648	53127
1107	149965	53056
1108	150162	52942
1109	150313	52812
1110	150549	52712
1111	150754	52601
1112	150894	52467
1113	151095	52354
1114	151291	52239
1115	151432	52105
1116	151590	51977
1117	151706	51835
1118	151839	51698
1119	151983	51565
1120	152108	51426
1121	152258	51295
1122	152407	51164
1123	152585	51042
1124	152745	50915
1125	152914	50790
1126	153084	50665
1127	153219	50529
1128	153375	50400
1129	153513	50265
1130	153656	50131
1131	153810	50001
1132	153999	49883
1133	154184	49763
1134	154368	49642
1135	154550	49521
1136	154742	49403
1137	154913	49278
1138	155050	49142
1139	155201	49011
1140	155374	48886
1141	155526	48755
1142	155677	48623
1143	155821	48489
1144	155921	48342
1145	156038	48200
1146	156187	48068
1147	156349	47940
1148	156558	47825
1149	156764	47711
1150	156960	47592
1151	157128	47465
1152	157273	47332
1153	157432	47202
1154	157577	47068
1155	157715	46932
1156	157855	46797
1157	157999	46662
1158	158155	46532
1159	158298	46397
1160	158460	46268
1161	158640	46145
1162	158809	46017
1163	158971	45888
1164	159130	45758
1165	159303	45632
1166	159468	45503
1167	159665	45384
1168	159907	45277
1169	160091	45153
1170	160257	45025
1171	160416	44894
1172	160582	44765
1173	160739	44634
1174	160866	44495
1175	161019	44362
1176	161169	44229
1177	161268	44082
1178	161421	43949
1179	161609	43826
1180	161773	43696
1181	161932	43565
1182	162075	43430
1183	162229	43297
1184	162356	43158
1185	162481	43017
1186	162635	42885
1187	162793	42753
1188	162972	42627
1189	163188	42511
1190	163394	42392
1191	163589	42269
1192	163872	42170
1193	164060	42045
1194	164130	41890
1195	164332	41770
1196	164548	41652
1197	164686	41515
1198	164832	41379
1199	165011	41252
1200	165179	41122
1201	165391	41003
1202	165665	40899
1203	165844	40772
1204	166037	40648
1205	166214	40519
1206	166387	40390
1207	166545	40257
1208	166673	40117
1209	166828	39983
1210	166984	39850
1211	167100	39707
1212	167239	39569
1213	167374	39430
1214	167593	39311
1215	167781	39185
1216	167955	39056
1217	168147	38930
1218	168315	38799
1219	168492	38670
1220	168667	38540
1221	168827	38407
1222	168975	38271
1223	169126	38136
1224	169294	38004
1225	169422	37864
1226	169559	37726
1227	169756	37600
1228	169942	37473
1229	170112	37341
1230	170249	37203
1231	170412	37070
1232	170567	36935
1233	170763	36809
1234	170908	36672
1235	171132	36552
1236	171340	36428
1237	171586	36313
1238	171783	36186
1239	171943	36052
1240	172140	35926
1241	172309	35793
1242	172455	35656
1243	172611	35521
1244	172752	35383
1245	172893	35244
1246	173052	35110
1247	173185	34970
1248	173339	34834
1249	173470	34694
1250	173633	34560
1251	173813	34429
1252	173969	34294
1253	174149	34163
1254	174310	34028
1255	174450	33890
1256	174612	33755
1257	174761	33618
1258	174913	33482
1259	175074	33347
1260	175242	33214
1261	175388	33076
1262	175541	32940
1263	175675	32800
1264	175823	32662
1265	175951	32521
1266	176080	32381
1267	176228	32243
1268	176386	32108
1269	176526	31969
1270	176672	31831
1271	176805	31691
1272	176953	31554
1273	177129	31421
1274	177296	31287
1275	177475	31155
1276	177639	31020
1277	177825	30889
1278	177992	30755
1279	178130	30616
1280	178291	30480
1281	178422	30340
1282	178558	30200
1283	178698	30061
1284	178831	29921
1285	178961	29780
1286	179102	29641
1287	179219	29498
1288	179374	29362
1289	179507	29222
1290	179635	29081
1291	179761	28939
1292	179906	28801
1293	180052	28663
1294	180184	28523
1295	180305	28381
1296	180455	28243
1297	180581	28102
1298	180734	27965
1299	180871	27826
1300	181006	27686
1301	181159	27549
1302	181306	27411
1303	181452	27273
1304	181597	27135
1305	181739	26996
1306	181894	26859
1307	182049	26722
1308	182183	26582
1309	182327	26444
1310	182474	26306
1311	182623	26168
1312	182775	26031
1313	182926	25893
1314	183073	25755
1315	183198	25614
1316	183363	25478
1317	183501	25339
1318	183639	25199
1319	183796	25063
1320	183941	24924
1321	184100	24788
1322	184239	24648
1323	184375	24509
1324	184475	24364
1325	184629	24227
1326	184774	24088
1327	184898	23947
1328	185049	23809
1329	185195	23671
1330	185319	23530
1331	185464	23391
1332	185614	23254
1333	185743	23113
1334	185873	22973
1335	186007	22833
1336	186169	22696
1337	186307	22557
1338	186454	22419
1339	186593	22279
1340	186724	22139
1341	186841	21997
1342	186977	21858
1343	187128	21720
1344	187279	21582
1345	187410	21442
1346	187561	21304
1347	187712	21166
1348	187861	21028
1349	187993	20888
1350	188169	20753
1351	188328	20615
1352	188541	20484
1353	188768	20354
1354	188972	20222
1355	189129	20084
1356	189368	19955
1357	189640	19829
1358	189778	19690
1359	189946	19553
1360	190067	19411
1361	190246	19276
1362	190395	19137
1363	190542	18998
1364	190693	18859
1365	190833	18720
1366	190986	18581
1367	191146	18443
1368	191277	18303
1369	191426	18164
1370	191591	18027
1371	191732	17887
1372	191867	17747
1373	192003	17607
1374	192144	17467
1375	192289	17328
1376	192427	17188
1377	192566	17048
1378	192700	16908
1379	192859	16770
1380	193016	16632
1381	193158	16492
1382	193285	16351
1383	193433	16212
1384	193578	16073
1385	193702	15932
1386	193846	15792
1387	194013	15655
1388	194136	15514
1389	194220	15370
1390	194351	15229
1391	194485	15089
1392	194663	14952
1393	194838	14815
1394	195003	14677
1395	195186	14541
1396	195368	14404
1397	195502	14264
1398	195641	14124
1399	195786	13984
1400	195936	13845
1401	196077	13705
1402	196224	13566
1403	196372	13427
1404	196524	13288
1405	196658	13147
1406	196796	13007
1407	196940	12868
1408	197079	12728
1409	197213	12588
1410	197351	12448
1411	197484	12307
1412	197633	12168
1413	197752	12027
1414	197904	11888
1415	198051	11748
1416	198215	11610
1417	198386	11472
1418	198536	11332
1419	198677	11193
1420	198828	11053
1421	198977	10914
1422	199119	10774
1423	199242	10633
1424	199389	10494
1425	199525	10354
1426	199658	10213
1427	199807	10074
1428	199947	9934
1429	200091	9794
1430	200262	9656
1431	200464	9519
1432	200600	9379
1433	200773	9240
1434	200912	9100
1435	201051	8960
1436	201188	8820
1437	201323	8680
1438	201479	8540
1439	201688	8403
1440	201851	8264
1441	202076	8127
1442	202227	7988
1443	202398	7849
1444	202599	7711
1445	202792	7573
1446	202949	7433
1447	203139	7295
1448	203316	7156
1449	203500	7017
1450	203683	6878
1451	203844	6738
1452	204028	6599
1453	204190	6459
1454	204409	6321
1455	204640	6184
1456	204819	6044
1457	205008	5905
1458	205180	5765
1459	205365	5626
1460	205481	5485
1461	205609	5344
1462	205761	5203
1463	206036	5066
1464	206248	4927
1465	206459	4788
1466	206638	4648
1467	206822	4508
1468	207034	4369
1469	207215	4228
1470	207426	4089
1471	207593	3948
1472	207742	3807
1473	207869	3666
1474	208023	3525
1475	208165	3384
1476	208351	3244
1477	208518	3103
1478	208699	2963
1479	208921	2823
1480	209113	2682
1481	209302	2542
1482	209491	2401
1483	209708	2261
1484	209932	2120
1485	210143	1979
1486	210345	1838
1487	210529	1697
1488	210684	1556
1489	210844	1415
1490	210922	1273
1491	211047	1131
1492	211155	990
1493	211292	848
1494	211440	707
1495	211621	565
1496	211813	424
1497	212009	283
1498	212190	141
1499	212383	0
