iter	RMSE
254	9.724586235
255	9.720178412
256	9.715558582
257	9.711738348
258	9.707570083
259	9.703362924
260	9.699188884
261	9.692480445
262	9.688864199
263	9.680448386
264	9.676217643
265	9.672642109
266	9.668686064
267	9.664054807
268	9.66197886
269	9.656606293
270	9.650718777
271	9.647388286
272	9.6418145
273	9.637615281
274	9.633124524
275	9.627909322
276	9.623561572
277	9.617418484
278	9.611245962
279	9.607171885
280	9.603100973
281	9.597509196
282	9.59385778
283	9.588546671
284	9.585032335
285	9.580021892
286	9.576481276
287	9.572657508
288	9.56903436
289	9.564467278
290	9.561262542
291	9.556639279
292	9.551423398
293	9.547106459
294	9.542677776
295	9.540228097
296	9.536393144
297	9.530319701
298	9.526759216
299	9.523883884
300	9.519924521
301	9.514671596
302	9.508709363
303	9.503667687
304	9.499687071
305	9.495114231
306	9.490970775
307	9.4863422
308	9.481855754
309	9.476547041
310	9.473067425
311	9.468286984
312	9.464398048
313	9.462466325
314	9.459429536
315	9.453622298
316	9.450013008
317	9.446864604
318	9.440849295
319	9.436421896
320	9.43075385
321	9.426595155
322	9.423295437
323	9.41773707
324	9.4141238
325	9.411100247
326	9.407051296
327	9.401965588
328	9.397580237
329	9.392132495
330	9.387391041
331	9.384112632
332	9.380859184
333	9.377115876
334	9.37156607
335	9.368548268
336	9.365737592
337	9.362292141
338	9.358000575
339	9.353646525
340	9.351263029
341	9.3467824
342	9.341597209
343	9.337319737
344	9.332019085
345	9.328921024
346	9.324074106
347	9.320615169
348	9.316255314
349	9.31141471
350	9.305637516
351	9.301927256
352	9.29785889
353	9.294608766
354	9.291211946
355	9.286258724
356	9.281406393
357	9.277039697
358	9.274960043
359	9.270277404
360	9.267107352
361	9.263629807
362	9.260082434
363	9.255648165
364	9.252187831
365	9.247566086
366	9.243714747
367	9.240233621
368	9.236442432
369	9.232892712
370	9.22870566
371	9.224835465
372	9.220612129
373	9.217064837
374	9.214185137
375	9.21121934
376	9.209136512
377	9.204810571
378	9.200925235
379	9.199626641
380	9.196180622
381	9.192721783
382	9.188269727
383	9.186988671
384	9.182158475
385	9.178973079
386	9.176918405
387	9.173366774
388	9.169630112
389	9.166096478
390	9.162411647
391	9.15862248
392	9.152684427
393	9.14988659
394	9.146749314
395	9.143876442
396	9.140800138
397	9.137176686
398	9.132975186
399	9.131268769
400	9.127283986
401	9.123983986
402	9.119517821
403	9.116076898
404	9.112764431
405	9.111709407
406	9.106636004
407	9.103314392
408	9.098857689
409	9.094752218
410	9.092742919
411	9.0905388
412	9.087006822
413	9.082599455
414	9.079345657
415	9.076513929
416	9.074830183
417	9.072164748
418	9.069089557
419	9.067814675
420	9.065869611
421	9.062672676
422	9.057711064
423	9.051697701
424	9.049781513
425	9.046833978
426	9.040973508
427	9.037572737
428	9.034218844
429	9.030809215
430	9.028826294
431	9.024392676
432	9.02139474
433	9.019188219
434	9.015589777
435	9.012887943
436	9.008768032
437	9.003527112
438	9.000938342
439	8.996388843
440	8.995141156
441	8.993066457
442	8.987954371
443	8.984323816
444	8.982404746
445	8.979535487
446	8.975247116
447	8.973521661
448	8.969927264
449	8.966926502
450	8.965036348
451	8.961317157
452	8.960199634
453	8.956667235
454	8.953912674
455	8.951790915
456	8.950343397
457	8.948236535
458	8.943250406
459	8.939939354
460	8.937169209
461	8.934460458
462	8.9302919
463	8.927019005
464	8.924157634
465	8.919917643
466	8.917291556
467	8.913675446
468	8.911135329
469	8.90669608
470	8.903784609
471	8.901107279
472	8.898325
473	8.895369316
474	8.89173937
475	8.889792689
476	8.885631528
477	8.882912591
478	8.881218829
479	8.87892462
480	8.873891123
481	8.871410415
482	8.869264805
483	8.865649656
484	8.863296001
485	8.858597781
486	8.855146145
487	8.852582862
488	8.849809397
489	8.84684483
490	8.845487342
491	8.842303928
492	8.8387146
493	8.834575578
494	8.832723772
495	8.830492574
496	8.828159658
497	8.825159457
498	8.82298944
499	8.819701402
500	8.817540576
501	8.814293661
502	8.812484446
503	8.81017993
504	8.807159904
505	8.80503191
506	8.802582768
507	8.80039966
508	8.79645294
509	8.793416409
510	8.789912083
511	8.78628778
512	8.783233952
513	8.780986721
514	8.777479116
515	8.775598193
516	8.772682915
517	8.770588678
518	8.767505336
519	8.765747727
520	8.761891308
521	8.760129626
522	8.757315337
523	8.75522244
524	8.751636314
525	8.747469804
526	8.745186572
527	8.741074075
528	8.738774943
529	8.735822499
530	8.733271848
531	8.731204752
532	8.729977398
533	8.727424521
534	8.724912413
535	8.722948069
536	8.720465859
537	8.719660343
538	8.716778035
539	8.714847574
540	8.712235073
541	8.709525963
542	8.706359105
543	8.704655482
544	8.702015375
545	8.697441769
546	8.694875348
547	8.692178607
548	8.69000423
549	8.686269595
550	8.682147014
551	8.680076053
552	8.677005798
553	8.67525035
554	8.67267234
555	8.670322516
556	8.668415726
557	8.662413313
558	8.659615368
559	8.656499094
560	8.654389418
561	8.649949462
562	8.646917485
563	8.645081916
564	8.641828247
565	8.638715225
566	8.636220513
567	8.634354311
568	8.631675213
569	8.630139544
570	8.627640288
571	8.625067012
572	8.623622663
573	8.620257178
574	8.616735331
575	8.614218975
576	8.612553957
577	8.609446586
578	8.608185023
579	8.60499392
580	8.603188632
581	8.599591048
582	8.597544627
583	8.595780168
584	8.592446672
585	8.590275008
586	8.58710687
587	8.584780963
588	8.580837773
589	8.577720898
590	8.576387781
591	8.574409081
592	8.571847583
593	8.570548403
594	8.567086128
595	8.565242562
596	8.563622986
597	8.560169025
598	8.558333942
599	8.555620028
600	8.551032893
601	8.54868308
602	8.546424862
603	8.542728922
604	8.538679535
605	8.535966477
606	8.533790309
607	8.531657562
608	8.52839132
609	8.525103596
610	8.523456865
611	8.520730674
612	8.517255399
613	8.51569578
614	8.513780859
615	8.512150092
616	8.509446068
617	8.506932866
618	8.504521248
619	8.502568384
620	8.499882527
621	8.497394582
622	8.495974493
623	8.49404535
624	8.491811377
625	8.487764729
626	8.484694065
627	8.481915709
628	8.479036052
629	8.477126976
630	8.473992666
631	8.47218107
632	8.469941247
633	8.467921437
634	8.466751555
635	8.46522927
636	8.462622003
637	8.460864998
638	8.459068817
639	8.456702403
640	8.453971008
641	8.453084793
642	8.451247758
643	8.449188116
644	8.446321694
645	8.444508872
646	8.440701862
647	8.438957519
648	8.437353775
649	8.43458779
650	8.432935892
651	8.430203238
652	8.426963597
653	8.425465689
654	8.423883344
655	8.420960981
656	8.41913597
657	8.417096784
658	8.414106531
659	8.410236091
660	8.409121945
661	8.407951273
662	8.40539512
663	8.403389983
664	8.400873658
665	8.397560919
666	8.394349587
667	8.391406524
668	8.389852215
669	8.388036554
670	8.385975651
671	8.383342006
672	8.380763405
673	8.379639302
674	8.376215002
675	8.374168741
676	8.370756558
677	8.369642736
678	8.367364558
679	8.364272652
680	8.36247888
681	8.360755122
682	8.357964165
683	8.355506514
684	8.353888698
685	8.349362642
686	8.346272626
687	8.343797472
688	8.340899105
689	8.339151482
690	8.337298063
691	8.335814454
692	8.331997943
693	8.328597594
694	8.325656678
695	8.322172613
696	8.318493498
697	8.315722337
698	8.313049457
699	8.310808255
700	8.30769814
701	8.304641882
702	8.301905927
703	8.299479173
704	8.297660268
705	8.294638037
706	8.290747362
707	8.287485923
708	8.284965182
709	8.282577327
710	8.280138895
711	8.27842904
712	8.27689923
713	8.275260509
714	8.273316481
715	8.270198168
716	8.26702147
717	8.264340713
718	8.262504181
719	8.259369965
720	8.256522517
721	8.254898029
722	8.252490965
723	8.251715922
724	8.250616533
725	8.248290188
726	8.245475958
727	8.243288813
728	8.241801257
729	8.239421848
730	8.235650001
731	8.232862752
732	8.22919581
733	8.22745222
734	8.226056574
735	8.223175171
736	8.221006411
737	8.218283831
738	8.216233898
739	8.213191465
740	8.211331538
741	8.20832764
742	8.205857426
743	8.204495124
744	8.203343277
745	8.200577284
746	8.198480826
747	8.195701746
748	8.19411916
749	8.19298054
750	8.191607308
751	8.1900877
752	8.188507345
753	8.187148405
754	8.185171891
755	8.183657046
756	8.179753357
757	8.177592804
758	8.175852049
759	8.172198568
760	8.168867207
761	8.167165748
762	8.165302399
763	8.162047559
764	8.160383878
765	8.156645555
766	8.153486462
767	8.150681692
768	8.14967475
769	8.146989114
770	8.143781214
771	8.141919186
772	8.13990422
773	8.137620771
774	8.134358173
775	8.133190159
776	8.130833655
777	8.1284549
778	8.125359652
779	8.123527395
780	8.121978422
781	8.117151303
782	8.114832899
783	8.113124581
784	8.111208237
785	8.108543767
786	8.107008396
787	8.104115542
788	8.101666729
789	8.099519256
790	8.095995667
791	8.094066107
792	8.091338822
793	8.089263566
794	8.087544232
795	8.084233901
796	8.08211628
797	8.080326577
798	8.078310775
799	8.076698925
800	8.07552116
801	8.07370757
802	8.071791539
803	8.069584803
804	8.066578347
805	8.065706537
806	8.063528692
807	8.062477078
808	8.060729591
809	8.059589065
810	8.056928979
811	8.055849288
812	8.053819495
813	8.051003498
814	8.048040878
815	8.045422573
816	8.043142269
817	8.039647393
818	8.038399239
819	8.036602524
820	8.034044787
821	8.0310467
822	8.028893482
823	8.027068116
824	8.024257948
825	8.022215332
826	8.021173796
827	8.018451225
828	8.015423312
829	8.0121198
830	8.010546653
831	8.008334183
832	8.006069364
833	8.00404592
834	8.000707937
835	7.998913783
836	7.996277307
837	7.994500569
838	7.991892473
839	7.988688725
840	7.987071375
841	7.985366646
842	7.98224062
843	7.980456376
844	7.97885782
845	7.977461364
846	7.975413764
847	7.97421981
848	7.971892936
849	7.970859099
850	7.968721283
851	7.964854021
852	7.963760158
853	7.961624739
854	7.959526054
855	7.957855788
856	7.954933832
857	7.952459339
858	7.949961963
859	7.948754248
860	7.947021728
861	7.945644169
862	7.943800763
863	7.942564593
864	7.940042849
865	7.935879399
866	7.933188146
867	7.930113686
868	7.926850311
869	7.926692212
870	7.925810505
871	7.923499723
872	7.921202339
873	7.919119386
874	7.915822985
875	7.912713223
876	7.91134683
877	7.909772841
878	7.907215906
879	7.906020968
880	7.903733981
881	7.901898173
882	7.89937752
883	7.897593244
884	7.895603585
885	7.893394695
886	7.891853905
887	7.889160185
888	7.887207238
889	7.88637072
890	7.883673621
891	7.878961819
892	7.876378855
893	7.873817665
894	7.870207719
895	7.867309914
896	7.864605946
897	7.863200326
898	7.861266231
899	7.859785078
900	7.857772857
901	7.855133203
902	7.853200617
903	7.850807714
904	7.848657219
905	7.846107595
906	7.845299107
907	7.844630005
908	7.84066901
909	7.838874748
910	7.836150395
911	7.833768405
912	7.831375381
913	7.82814945
914	7.825192861
915	7.824213012
916	7.821016057
917	7.818405725
918	7.814999256
919	7.813575177
920	7.811304616
921	7.80915131
922	7.806831968
923	7.803603978
924	7.801868396
925	7.799140109
926	7.79672695
927	7.794943723
928	7.793774523
929	7.792360124
930	7.790808477
931	7.789126234
932	7.786259684
933	7.782364725
934	7.780885317
935	7.779308136
936	7.778222355
937	7.777290532
938	7.774782133
939	7.774174307
940	7.77221401
941	7.769920183
942	7.768713526
943	7.766095688
944	7.764247744
945	7.760566096
946	7.758615231
947	7.757348252
948	7.754377715
949	7.752553998
950	7.750434816
951	7.747721807
952	7.744886803
953	7.743781073
954	7.742539943
955	7.73908553
956	7.7359389
957	7.734154501
958	7.730568091
959	7.728408923
960	7.727638288
961	7.725544949
962	7.724589074
963	7.722979831
964	7.721484676
965	7.720518124
966	7.716837472
967	7.715292928
968	7.712790316
969	7.710101197
970	7.708982851
971	7.706961841
972	7.705296834
973	7.704112475
974	7.701822131
975	7.698839571
976	7.696416321
977	7.695354679
978	7.694358184
979	7.692535313
980	7.690197654
981	7.688102801
982	7.685349733
983	7.683395805
984	7.681056129
985	7.678455602
986	7.676084191
987	7.673984221
988	7.671838958
989	7.669630648
990	7.668429207
991	7.666150999
992	7.663253368
993	7.662043185
994	7.659268696
995	7.658039457
996	7.656228757
997	7.65257423
998	7.648851223
999	7.646659156
1000	7.644373398
1001	7.641727721
1002	7.639587422
1003	7.637541561
1004	7.636772281
1005	7.635535768
1006	7.633975372
1007	7.63313636
1008	7.630576277
1009	7.628975234
1010	7.627140314
1011	7.624376014
1012	7.62243299
1013	7.622021625
1014	7.621644358
1015	7.620898437
1016	7.618685826
1017	7.61708366
1018	7.615129309
1019	7.611664821
1020	7.60957979
1021	7.607135213
1022	7.604925557
1023	7.60247601
1024	7.600574964
1025	7.598886891
1026	7.596572506
1027	7.594179308
1028	7.592238139
1029	7.589457998
1030	7.588487783
1031	7.587051014
1032	7.585950834
1033	7.583895829
1034	7.58280732
1035	7.58130075
1036	7.579426541
1037	7.578712564
1038	7.575870971
1039	7.574264615
1040	7.572740078
1041	7.571620896
1042	7.570551446
1043	7.568762641
1044	7.567744672
1045	7.565877064
1046	7.564471175
1047	7.563683278
1048	7.561393232
1049	7.559930304
1050	7.558035976
1051	7.554916486
1052	7.55440677
1053	7.552842378
1054	7.551586421
1055	7.549588361
1056	7.546823535
1057	7.544913142
1058	7.543154851
1059	7.541853225
1060	7.538995169
1061	7.536987164
1062	7.533393119
1063	7.530652172
1064	7.528149174
1065	7.52657447
1066	7.524920144
1067	7.523890869
1068	7.520874543
1069	7.519068203
1070	7.516529012
1071	7.514233614
1072	7.512948033
1073	7.511375083
1074	7.509843367
1075	7.508267477
1076	7.506475711
1077	7.504829461
1078	7.501744349
1079	7.500160874
1080	7.498782319
1081	7.49761805
1082	7.496992724
1083	7.495014435
1084	7.493066029
1085	7.491037966
1086	7.489376699
1087	7.487187633
1088	7.485809788
1089	7.482970166
1090	7.480567783
1091	7.478804549
1092	7.476629614
1093	7.474527055
1094	7.47297375
1095	7.471236812
1096	7.468980598
1097	7.467998118
1098	7.46673624
1099	7.464284035
1100	7.462999433
1101	7.461800757
1102	7.458046068
1103	7.455358597
1104	7.454031881
1105	7.452663208
1106	7.452040867
1107	7.449774077
1108	7.447728751
1109	7.445548286
1110	7.444384803
1111	7.44164871
1112	7.440245453
1113	7.437459813
1114	7.434940532
1115	7.432738845
1116	7.430566523
1117	7.42936035
1118	7.427985967
1119	7.426277398
1120	7.424837237
1121	7.422952552
1122	7.421273362
1123	7.418441695
1124	7.41523136
1125	7.414047774
1126	7.412174301
1127	7.41019581
1128	7.407612966
1129	7.405778992
1130	7.404501444
1131	7.401741205
1132	7.400156787
1133	7.399119447
1134	7.397292661
1135	7.395745437
1136	7.393794525
1137	7.391130977
1138	7.389944631
1139	7.388238957
1140	7.384751052
1141	7.38345407
1142	7.380965997
1143	7.379140638
1144	7.377659932
1145	7.375981374
1146	7.373032182
1147	7.371882364
1148	7.368873812
1149	7.366968024
1150	7.364140858
1151	7.361370114
1152	7.359666133
1153	7.358419377
1154	7.35718629
1155	7.354458398
1156	7.352991594
1157	7.351514861
1158	7.349864622
1159	7.34863376
1160	7.346445028
1161	7.34539646
1162	7.34357362
1163	7.34137326
1164	7.340253078
1165	7.33889965
1166	7.336621922
1167	7.33415651
1168	7.330961088
1169	7.329162708
1170	7.328212549
1171	7.326741138
1172	7.325572974
1173	7.323319784
1174	7.321434456
1175	7.319831829
1176	7.319151658
1177	7.317863004
1178	7.315147737
1179	7.310868395
1180	7.309459803
1181	7.308126833
1182	7.306749383
1183	7.304161925
1184	7.303036526
1185	7.301853186
1186	7.300579741
1187	7.298974341
1188	7.297581754
1189	7.295013598
1190	7.290713538
1191	7.288610152
1192	7.286294037
1193	7.285197966
1194	7.285081831
1195	7.283103358
1196	7.282331244
1197	7.279525841
1198	7.278053075
1199	7.275616057
1200	7.274058267
1201	7.271643731
1202	7.271063905
1203	7.270299457
1204	7.268298987
1205	7.267166079
1206	7.265655585
1207	7.265203898
1208	7.263385131
1209	7.261209597
1210	7.25787313
1211	7.256864713
1212	7.254681831
1213	7.253419288
1214	7.25130925
1215	7.248872518
1216	7.247368498
1217	7.245124148
1218	7.243837546
1219	7.241605168
1220	7.240347478
1221	7.239315155
1222	7.236419538
1223	7.234528752
1224	7.231875384
1225	7.230903728
1226	7.229710524
1227	7.22720155
1228	7.22551502
1229	7.224679138
1230	7.222633919
1231	7.221022333
1232	7.219475642
1233	7.217944994
1234	7.215367038
1235	7.214750851
1236	7.213445483
1237	7.211944244
1238	7.20862325
1239	7.206825295
1240	7.204513066
1241	7.202494579
1242	7.200608928
1243	7.198552499
1244	7.197450677
1245	7.195472176
1246	7.193000388
1247	7.191036666
1248	7.189727955
1249	7.188516079
1250	7.185574051
1251	7.182980102
1252	7.181895938
1253	7.179551497
1254	7.177444605
1255	7.175548067
1256	7.173810839
1257	7.170663302
1258	7.168873571
1259	7.168062808
1260	7.165836909
1261	7.164080485
1262	7.162371239
1263	7.159942496
1264	7.158183213
1265	7.156749412
1266	7.15530003
1267	7.153987296
1268	7.1521374
1269	7.150229351
1270	7.147462063
1271	7.144944284
1272	7.14323839
1273	7.141700619
1274	7.140717332
1275	7.139371844
1276	7.138294291
1277	7.134645616
1278	7.132781148
1279	7.131781349
1280	7.130317726
1281	7.128477715
1282	7.127282588
1283	7.126844953
1284	7.125551567
1285	7.123790005
1286	7.122294588
1287	7.121531322
1288	7.119187682
1289	7.117705514
1290	7.117025771
1291	7.116284811
1292	7.114842107
1293	7.112761735
1294	7.112312692
1295	7.111508724
1296	7.109592265
1297	7.107965831
1298	7.106895782
1299	7.106117895
1300	7.104745471
1301	7.101425336
1302	7.100141165
1303	7.098395554
1304	7.096606075
1305	7.094968244
1306	7.092529339
1307	7.091050125
1308	7.089489019
1309	7.087601268
1310	7.085965927
1311	7.085304982
1312	7.083404982
1313	7.081753089
1314	7.081165498
1315	7.080466488
1316	7.078618469
1317	7.077629812
1318	7.075880106
1319	7.073539063
1320	7.0722701
1321	7.070897757
1322	7.069822144
1323	7.067993109
1324	7.067210367
1325	7.065372966
1326	7.064215845
1327	7.062438714
1328	7.0603933
1329	7.059280214
1330	7.057757179
1331	7.056562542
1332	7.055132659
1333	7.054167245
1334	7.052606672
1335	7.051832536
1336	7.050911329
1337	7.049743274
1338	7.047712265
1339	7.045793467
1340	7.044102412
1341	7.043001062
1342	7.041991546
1343	7.039848823
1344	7.038569294
1345	7.037698942
1346	7.035748176
1347	7.034255808
1348	7.032999907
1349	7.031065535
1350	7.029421398
1351	7.028444933
1352	7.026667177
1353	7.025410965
1354	7.02387439
1355	7.022999657
1356	7.021706676
1357	7.019740975
1358	7.018874088
1359	7.017795357
1360	7.016639446
1361	7.015576618
1362	7.014682362
1363	7.012403003
1364	7.01071488
1365	7.008737034
1366	7.006666765
1367	7.00466104
1368	7.003469625
1369	7.002161466
1370	7.000349231
1371	6.999091518
1372	6.997524392
1373	6.995961842
1374	6.994021069
1375	6.992266418
1376	6.990355506
1377	6.98956131
1378	6.987276437
1379	6.985077848
1380	6.983040572
1381	6.978709732
1382	6.977582824
1383	6.976535182
1384	6.974377174
1385	6.972615422
1386	6.971094021
1387	6.968701785
1388	6.967146913
1389	6.966288827
1390	6.964320744
1391	6.962592701
1392	6.961270071
1393	6.960147641
1394	6.958316409
1395	6.956118037
1396	6.953894048
1397	6.952138854
1398	6.950631416
1399	6.949594999
1400	6.947820659
1401	6.946005542
1402	6.943914253
1403	6.942900135
1404	6.940782856
1405	6.938847155
1406	6.936784035
1407	6.934470757
1408	6.933146487
1409	6.931876881
1410	6.930172189
1411	6.928758283
1412	6.926311
1413	6.924163295
1414	6.921817192
1415	6.920557364
1416	6.918374207
1417	6.915995058
1418	6.913746213
1419	6.911948215
1420	6.910086241
1421	6.908733368
1422	6.906761725
1423	6.905240465
1424	6.904353286
1425	6.901592367
1426	6.899297098
1427	6.898143809
1428	6.896659521
1429	6.894573337
1430	6.893004866
1431	6.89220174
1432	6.891470378
1433	6.889618504
1434	6.888954618
1435	6.88737105
1436	6.886143899
1437	6.885290272
1438	6.883848315
1439	6.883203295
1440	6.881551321
1441	6.880073412
1442	6.879101761
1443	6.876924589
1444	6.875554637
1445	6.874168697
1446	6.872977282
1447	6.870837272
1448	6.869869959
1449	6.868343693
1450	6.86648576
1451	6.86483942
1452	6.86346924
1453	6.862518792
1454	6.858274098
1455	6.856132229
1456	6.85568534
1457	6.854510371
1458	6.853016411
1459	6.849542424
1460	6.848811048
1461	6.847963399
1462	6.84753283
1463	6.846471947
1464	6.845633719
1465	6.843184051
1466	6.841795439
1467	6.840177541
1468	6.838946428
1469	6.837798166
1470	6.837484473
1471	6.836995341
1472	6.835450009
1473	6.833807256
1474	6.832213103
1475	6.830805236
1476	6.829438526
1477	6.827674792
1478	6.826216783
1479	6.824007393
1480	6.821754777
1481	6.820893836
1482	6.819697374
1483	6.818440031
1484	6.817041824
1485	6.814293142
1486	6.812556012
1487	6.811086658
1488	6.807602025
1489	6.80632025
1490	6.80578429
1491	6.804471769
1492	6.802164999
1493	6.800789617
1494	6.799050294
1495	6.796445182
1496	6.794193985
1497	6.792800447
1498	6.791737952
1499	6.789392671
